Link to details,Interactor 1,Interactor 1 title,Interactor 1 source organism,Interactor 1 sequence length,SCOP family 1,Interactor 2,Interactor 2 title,Interactor 2 source organism,Interactor 2 sequence length,SCOP family 2,Interface type,"Buried surface area, Å2",No. of contacts,No. of members in cluster,pdb_id
14 Details,9y52_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9y52_d,Cofilin-2,Homo sapiens,166,,hetero,1116.25,95,1,9y52
15 Details,9y52_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9y52_c,Cofilin-2,Homo sapiens,166,,hetero,716.51,61,1,9y52
16 Details,9y52_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9y52_e,Cofilin-2,Homo sapiens,166,,hetero,1121.05,95,1,9y52
1 Details,7z7i_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7i_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1034.49,89,1,7z7i
2 Details,7z7i_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7i_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,400.12,37,1,7z7i
3 Details,7z7i_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,363.3,33,1,7z7i
4 Details,7z7i_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,356.43,33,1,7z7i
5 Details,7z7i_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7i_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,304.23,30,1,7z7i
6 Details,7z7i_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1034.51,89,1,7z7i
7 Details,7z7i_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7i_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,1035.37,89,1,7z7i
1 Details,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2u_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1042.49,84,1,8a2u
2 Details,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2u_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,422.46,36,1,8a2u
3 Details,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2u_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,428.5,36,1,8a2u
4 Details,8a2u_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2u_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1056.17,86,1,8a2u
5 Details,8a2u_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2u_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,409.38,34,1,8a2u
6 Details,8a2u_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2u_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1044.78,85,1,8a2u
7 Details,8a2u_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2u_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,404.78,32,1,8a2u
1 Details,8w36_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,8w36_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,homo,447.19,39,1,8w36
2 Details,8w36_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,8w36_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,homo,1203.84,100,1,8w36
3 Details,8w36_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,8w36_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,homo,431.51,39,1,8w36
4 Details,8w36_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,8w36_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,homo,1197.33,102,1,8w36
5 Details,8w36_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,8w36_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,homo,440.53,39,1,8w36
6 Details,8w36_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,8w36_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,homo,1211.03,103,1,8w36
7 Details,8w36_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,8w36_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,371,,homo,436.81,39,1,8w36
1 Details,8cco_A,Actin-2,Plasmodium falciparum,378,,8cco_B,Actin-2,Plasmodium falciparum,378,,homo,274.6,27,1,8cco
2 Details,8cco_A,Actin-2,Plasmodium falciparum,378,,8cco_C,Actin-2,Plasmodium falciparum,378,,homo,1123.33,90,1,8cco
3 Details,8cco_B,Actin-2,Plasmodium falciparum,378,,8cco_C,Actin-2,Plasmodium falciparum,378,,homo,273.73,27,1,8cco
4 Details,8cco_B,Actin-2,Plasmodium falciparum,378,,8cco_D,Actin-2,Plasmodium falciparum,378,,homo,1122.82,90,1,8cco
5 Details,8cco_C,Actin-2,Plasmodium falciparum,378,,8cco_D,Actin-2,Plasmodium falciparum,378,,homo,273.77,27,1,8cco
6 Details,8cco_C,Actin-2,Plasmodium falciparum,378,,8cco_E,Actin-2,Plasmodium falciparum,378,,homo,1122.26,90,1,8cco
7 Details,8cco_D,Actin-2,Plasmodium falciparum,378,,8cco_E,Actin-2,Plasmodium falciparum,378,,homo,273.86,27,1,8cco
8 Details,8cco_D,Actin-2,Plasmodium falciparum,378,,8cco_F,Actin-2,Plasmodium falciparum,378,,homo,1122.24,90,1,8cco
9 Details,8cco_E,Actin-2,Plasmodium falciparum,378,,8cco_F,Actin-2,Plasmodium falciparum,378,,homo,274.75,27,1,8cco
1 Details,9qfb_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,386.42,33,1,9qfb
2 Details,9qfb_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,1116.37,89,1,9qfb
3 Details,9qfb_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_H,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,860.14,77,1,9qfb
4 Details,9qfb_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_I,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,176.74,16,1,9qfb
5 Details,9qfb_A,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_J,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,655.92,56,1,9qfb
6 Details,9qfb_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,422.88,36,1,9qfb
7 Details,9qfb_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,1123.2,90,1,9qfb
8 Details,9qfb_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_H,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,338.98,35,1,9qfb
9 Details,9qfb_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_I,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,878.61,74,1,9qfb
10 Details,9qfb_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_J,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,173.46,16,1,9qfb
11 Details,9qfb_B,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_K,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,648.71,57,1,9qfb
12 Details,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,419.23,35,1,9qfb
13 Details,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,1104.26,85,1,9qfb
14 Details,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_I,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,325.79,35,1,9qfb
15 Details,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_J,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,867.54,75,1,9qfb
16 Details,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_K,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,165.59,14,1,9qfb
17 Details,9qfb_C,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,615.29,54,1,9qfb
18 Details,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,419.0,36,1,9qfb
19 Details,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,1102.09,88,1,9qfb
20 Details,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_J,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,318.18,33,1,9qfb
21 Details,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_K,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,850.28,74,1,9qfb
22 Details,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,175.99,16,1,9qfb
23 Details,9qfb_D,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,612.83,55,1,9qfb
24 Details,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,414.43,37,1,9qfb
25 Details,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,1106.35,88,1,9qfb
26 Details,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_K,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,333.46,37,1,9qfb
27 Details,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,848.89,75,1,9qfb
28 Details,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,160.73,14,1,9qfb
29 Details,9qfb_E,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_N,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,624.68,55,1,9qfb
30 Details,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,homo,407.44,35,1,9qfb
31 Details,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_L,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,322.12,39,1,9qfb
32 Details,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,880.55,82,1,9qfb
33 Details,9qfb_F,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_N,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,172.96,17,1,9qfb
34 Details,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_M,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,346.91,37,1,9qfb
35 Details,9qfb_G,"Actin, cytoplasmic 1, N-terminally processed",Homo sapiens,374,,9qfb_N,"Coronin-1B,Methylated-DNA--protein-cysteine methyltransferase",Homo sapiens,688,,hetero,856.09,76,1,9qfb
1 Details,9xye_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,329.56,30,1,9xye
2 Details,9xye_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,1219.74,108,1,9xye
3 Details,9xye_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_W,Adenylyl cyclase-associated protein 1,Homo sapiens,475,,hetero,1002.09,88,1,9xye
4 Details,9xye_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_X,Adenylyl cyclase-associated protein 1,Homo sapiens,475,,hetero,111.48,11,1,9xye
5 Details,9xye_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,432.54,37,1,9xye
6 Details,9xye_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,1235.99,101,1,9xye
7 Details,9xye_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_X,Adenylyl cyclase-associated protein 1,Homo sapiens,475,,hetero,1048.1,93,1,9xye
8 Details,9xye_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,488.13,40,1,9xye
9 Details,9xye_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,1214.15,99,1,9xye
10 Details,9xye_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9xye_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,466.0,40,1,9xye
1 Details,7z7h_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_F,"Maltose/maltodextrin-binding periplasmic protein,TccC3",Photorhabdus luminescens,578,,hetero,683.21,70,1,7z7h
2 Details,7z7h_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,955.31,85,1,7z7h
3 Details,7z7h_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,409.75,32,1,7z7h
4 Details,7z7h_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,363.04,32,1,7z7h
5 Details,7z7h_F,"Maltose/maltodextrin-binding periplasmic protein,TccC3",Photorhabdus luminescens,578,,7z7h_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,418.9,38,1,7z7h
6 Details,7z7h_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,391.58,33,1,7z7h
7 Details,7z7h_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,351.26,33,1,7z7h
8 Details,7z7h_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,995.97,92,1,7z7h
9 Details,7z7h_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,7z7h_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,homo,975.2,91,1,7z7h
1 Details,8a2t_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2t_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1045.88,85,1,8a2t
2 Details,8a2t_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2t_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,418.06,36,1,8a2t
3 Details,8a2t_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2t_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,404.86,35,1,8a2t
4 Details,8a2t_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2t_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1059.67,86,1,8a2t
5 Details,8a2t_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2t_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,415.86,38,1,8a2t
6 Details,8a2t_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2t_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,1047.25,86,1,8a2t
7 Details,8a2t_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,8a2t_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,375,,homo,394.23,33,1,8a2t
1 Details,8zix_P,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_R,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,424.42,35,1,8zix
2 Details,8zix_P,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_A,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,1208.11,99,1,8zix
3 Details,8zix_R,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_A,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,408.64,37,1,8zix
4 Details,8zix_R,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_E,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,1218.61,104,1,8zix
5 Details,8zix_A,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_E,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,421.16,35,1,8zix
6 Details,8zix_A,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_B,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,1237.95,105,1,8zix
7 Details,8zix_E,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_B,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,405.84,36,1,8zix
8 Details,8zix_E,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_F,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,1215.2,105,1,8zix
9 Details,8zix_B,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,8zix_F,"Actin, alpha skeletal muscle",Rattus norvegicus,371,,homo,420.58,35,1,8zix
1 Details,8ccn_A,Actin-2,Plasmodium falciparum,378,,8ccn_B,Actin-2,Plasmodium falciparum,378,,homo,341.26,29,1,8ccn
2 Details,8ccn_A,Actin-2,Plasmodium falciparum,378,,8ccn_C,Actin-2,Plasmodium falciparum,378,,homo,1133.29,92,1,8ccn
3 Details,8ccn_B,Actin-2,Plasmodium falciparum,378,,8ccn_C,Actin-2,Plasmodium falciparum,378,,homo,342.72,29,1,8ccn
4 Details,8ccn_B,Actin-2,Plasmodium falciparum,378,,8ccn_D,Actin-2,Plasmodium falciparum,378,,homo,1134.32,92,1,8ccn
5 Details,8ccn_C,Actin-2,Plasmodium falciparum,378,,8ccn_D,Actin-2,Plasmodium falciparum,378,,homo,342.42,29,1,8ccn
6 Details,8ccn_C,Actin-2,Plasmodium falciparum,378,,8ccn_E,Actin-2,Plasmodium falciparum,378,,homo,1132.92,92,1,8ccn
7 Details,8ccn_D,Actin-2,Plasmodium falciparum,378,,8ccn_E,Actin-2,Plasmodium falciparum,378,,homo,342.77,29,1,8ccn
8 Details,8ccn_D,Actin-2,Plasmodium falciparum,378,,8ccn_F,Actin-2,Plasmodium falciparum,378,,homo,1133.66,93,1,8ccn
9 Details,8ccn_E,Actin-2,Plasmodium falciparum,378,,8ccn_F,Actin-2,Plasmodium falciparum,378,,homo,344.47,29,1,8ccn
1 Details,9q7o_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,394.21,36,1,9q7o
2 Details,9q7o_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,1157.43,95,1,9q7o
3 Details,9q7o_A,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_W,Adenylyl cyclase-associated protein 1,Homo sapiens,475,,hetero,1096.85,95,1,9q7o
4 Details,9q7o_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,441.05,35,1,9q7o
5 Details,9q7o_B,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,1160.19,94,1,9q7o
6 Details,9q7o_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,460.77,38,1,9q7o
7 Details,9q7o_C,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,1193.05,98,1,9q7o
8 Details,9q7o_D,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,9q7o_E,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,376,,homo,456.2,38,1,9q7o
1 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_B,Actin-related protein 2,Bos taurus,394,,hetero,665.78,55,1,7tpt
2 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_D,Actin-related protein 2/3 complex subunit 2,Bos taurus,300,,hetero,1618.44,143,1,7tpt
3 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_E,Actin-related protein 2/3 complex subunit 3,Bos taurus,178,,hetero,932.46,71,1,7tpt
4 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_F,Actin-related protein 2/3 complex subunit 4,Bos taurus,168,,hetero,473.61,35,1,7tpt
5 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,1231.97,114,1,7tpt
6 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_P,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,734.75,67,1,7tpt
7 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_Q,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,161.71,16,1,7tpt
8 Details,7tpt_A,Actin-related protein 3,Bos taurus,418,,7tpt_R,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,217.73,20,1,7tpt
9 Details,7tpt_B,Actin-related protein 2,Bos taurus,394,,7tpt_C,Actin-related protein 2/3 complex subunit 1B,Bos taurus,372,,hetero,253.3,30,1,7tpt
10 Details,7tpt_B,Actin-related protein 2,Bos taurus,394,,7tpt_E,Actin-related protein 2/3 complex subunit 3,Bos taurus,178,,hetero,680.23,58,1,7tpt
11 Details,7tpt_B,Actin-related protein 2,Bos taurus,394,,7tpt_F,Actin-related protein 2/3 complex subunit 4,Bos taurus,168,,hetero,760.52,63,1,7tpt
12 Details,7tpt_B,Actin-related protein 2,Bos taurus,394,,7tpt_G,Actin-related protein 2/3 complex subunit 5,Bos taurus,151,,hetero,417.18,34,1,7tpt
13 Details,7tpt_B,Actin-related protein 2,Bos taurus,394,,7tpt_H,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,572.82,41,1,7tpt
14 Details,7tpt_B,Actin-related protein 2,Bos taurus,394,,7tpt_I,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,972.22,92,1,7tpt
16 Details,7tpt_C,Actin-related protein 2/3 complex subunit 1B,Bos taurus,372,,7tpt_D,Actin-related protein 2/3 complex subunit 2,Bos taurus,300,,hetero,163.73,13,1,7tpt
17 Details,7tpt_C,Actin-related protein 2/3 complex subunit 1B,Bos taurus,372,,7tpt_F,Actin-related protein 2/3 complex subunit 4,Bos taurus,168,,hetero,1043.68,94,1,7tpt
18 Details,7tpt_C,Actin-related protein 2/3 complex subunit 1B,Bos taurus,372,,7tpt_G,Actin-related protein 2/3 complex subunit 5,Bos taurus,151,,hetero,587.45,52,1,7tpt
19 Details,7tpt_C,Actin-related protein 2/3 complex subunit 1B,Bos taurus,372,,7tpt_P,"Actin, alpha skeletal muscle",Oryctolagus cuniculus,377,,hetero,390.04,28,1,7tpt
20 Details,7tpt_D,Actin-related protein 2/3 complex subunit 2,Bos taurus,300,,7tpt_F,Actin-related protein 2/3 complex subunit 4,Bos taurus,168,,hetero,2132.62,155,1,7tpt
